timestamp,src_ip,dest_ip,protocol,bytes,threat_label,message
2025-01-24 00:47:22,192.168.1.51,10.0.0.10,HTTP,6177,malicious,Potential phishing attempt
2025-01-08 19:03:08,192.168.1.29,10.0.0.116,HTTP,7864,malicious,Suspicious traffic observed
2025-01-25 12:44:09,192.168.1.251,10.0.0.125,HTTP,588,malicious,Suspicious traffic observed
2025-01-26 20:19:12,192.168.1.7,10.0.0.131,HTTP,7948,malicious,Malicious payload detected
2025-01-15 21:03:14,192.168.1.171,10.0.0.109,HTTPS,9714,benign,Normal network activity
2025-01-15 17:13:53,192.168.1.33,10.0.0.19,HTTPS,5528,malicious,Malicious payload detected
2025-01-23 08:09:01,192.168.1.17,10.0.0.117,HTTPS,524,benign,Normal network activity
2025-01-02 03:41:03,192.168.1.251,10.0.0.231,HTTPS,7317,malicious,Suspicious traffic observed
2025-01-05 12:57:46,192.168.1.9,10.0.0.156,HTTPS,2824,benign,Normal network activity
2025-01-13 05:53:39,192.168.1.116,10.0.0.160,HTTP,6902,benign,Normal network activity
2025-01-08 01:19:18,192.168.1.194,10.0.0.76,HTTPS,7611,benign,Normal network activity
2025-01-11 19:57:53,192.168.1.211,10.0.0.164,TCP,6215,benign,Normal network activity
2025-01-18 13:09:07,192.168.1.67,10.0.0.170,ICMP,9553,benign,Normal network activity
2025-01-14 20:01:05,192.168.1.44,10.0.0.40,HTTP,2085,malicious,Suspicious traffic observed
2025-01-08 05:25:21,192.168.1.47,10.0.0.22,HTTPS,8787,malicious,Malicious payload detected
2025-01-01 20:04:00,192.168.1.88,10.0.0.135,HTTPS,4949,benign,Normal network activity
2025-01-22 07:46:53,192.168.1.205,10.0.0.212,HTTP,1715,malicious,Malicious payload detected
2025-01-07 17:03:04,192.168.1.179,10.0.0.104,TCP,7520,benign,Normal network activity
2025-01-08 19:55:19,192.168.1.61,10.0.0.181,ICMP,9239,benign,Normal network activity
2025-01-30 19:28:04,192.168.1.170,10.0.0.71,HTTP,87,benign,Normal network activity
2025-01-15 19:06:39,192.168.1.151,10.0.0.158,TCP,239,benign,Normal network activity
2025-01-28 05:20:54,192.168.1.61,10.0.0.242,HTTP,5138,benign,Normal network activity
2025-01-15 14:59:15,192.168.1.198,10.0.0.240,HTTPS,4155,benign,Normal network activity
2025-01-27 14:24:30,192.168.1.92,10.0.0.252,HTTP,9922,benign,Normal network activity
2025-01-08 06:51:17,192.168.1.238,10.0.0.126,UDP,7601,benign,Normal network activity
2025-01-01 09:40:31,192.168.1.220,10.0.0.13,ICMP,4310,benign,Normal network activity
2025-01-23 05:32:51,192.168.1.163,10.0.0.188,HTTP,1297,benign,Normal network activity
2025-01-28 15:19:45,192.168.1.168,10.0.0.231,HTTP,9333,benign,Normal network activity
2025-01-15 03:06:09,192.168.1.91,10.0.0.217,TCP,5694,benign,Normal network activity
2025-01-07 02:54:42,192.168.1.137,10.0.0.13,UDP,2426,benign,Normal network activity
2025-01-10 02:27:32,192.168.1.245,10.0.0.35,ICMP,4663,benign,Normal network activity
2025-01-30 22:44:49,192.168.1.143,10.0.0.146,HTTPS,1453,benign,Normal network activity
2025-01-22 05:22:59,192.168.1.127,10.0.0.228,HTTP,7313,benign,Normal network activity
2025-01-01 07:27:27,192.168.1.151,10.0.0.38,ICMP,5032,benign,Normal network activity
2025-01-15 15:37:10,192.168.1.215,10.0.0.225,UDP,5814,malicious,Potential phishing attempt
2025-01-07 12:24:26,192.168.1.60,10.0.0.38,HTTP,8287,benign,Normal network activity
2025-01-27 08:12:20,192.168.1.169,10.0.0.228,TCP,1683,benign,Normal network activity
2025-01-04 02:59:42,192.168.1.172,10.0.0.66,ICMP,2790,benign,Normal network activity
2025-01-07 05:28:00,192.168.1.111,10.0.0.88,ICMP,6012,malicious,Potential phishing attempt
2025-01-01 17:04:23,192.168.1.192,10.0.0.133,HTTP,2117,benign,Normal network activity
2025-01-22 01:40:27,192.168.1.82,10.0.0.181,HTTP,3833,benign,Normal network activity
2025-01-01 05:09:17,192.168.1.82,10.0.0.65,UDP,5319,benign,Normal network activity
2025-01-02 02:29:42,192.168.1.146,10.0.0.123,HTTP,9984,benign,Normal network activity
2025-01-14 05:35:19,192.168.1.60,10.0.0.136,ICMP,2737,benign,Normal network activity
2025-01-21 02:46:47,192.168.1.51,10.0.0.112,TCP,2331,benign,Normal network activity
2025-01-09 20:25:53,192.168.1.163,10.0.0.135,HTTP,2402,benign,Normal network activity
2025-01-19 03:57:30,192.168.1.65,10.0.0.92,UDP,101,benign,Normal network activity
2025-01-19 05:01:56,192.168.1.114,10.0.0.7,TCP,4419,benign,Normal network activity
2025-01-10 21:20:19,192.168.1.123,10.0.0.183,TCP,418,benign,Normal network activity
2025-01-16 07:39:12,192.168.1.110,10.0.0.43,HTTP,4164,malicious,Malicious payload detected
2025-01-07 06:56:52,192.168.1.119,10.0.0.245,UDP,9287,benign,Normal network activity
2025-01-03 05:00:42,192.168.1.241,10.0.0.79,TCP,6589,benign,Normal network activity
2025-01-22 20:52:54,192.168.1.25,10.0.0.150,ICMP,5915,benign,Normal network activity
2025-01-01 01:33:52,192.168.1.169,10.0.0.31,ICMP,3871,benign,Normal network activity
2025-01-08 00:11:35,192.168.1.191,10.0.0.212,HTTP,8152,benign,Normal network activity
2025-01-02 06:52:15,192.168.1.85,10.0.0.128,HTTP,4739,benign,Normal network activity
2025-01-01 15:54:14,192.168.1.222,10.0.0.102,TCP,2655,benign,Normal network activity
2025-01-03 01:03:07,192.168.1.25,10.0.0.17,TCP,5836,benign,Normal network activity
2025-01-03 17:34:52,192.168.1.108,10.0.0.107,TCP,465,benign,Normal network activity
2025-01-09 18:17:05,192.168.1.226,10.0.0.137,ICMP,7772,benign,Normal network activity
2025-01-01 07:04:29,192.168.1.85,10.0.0.219,HTTP,1458,benign,Normal network activity
2025-01-21 09:37:10,192.168.1.126,10.0.0.149,UDP,7517,benign,Normal network activity
2025-01-05 04:59:58,192.168.1.48,10.0.0.51,ICMP,7989,malicious,Suspicious traffic observed
2025-01-06 05:08:51,192.168.1.30,10.0.0.99,TCP,5706,benign,Normal network activity
2025-01-20 11:41:02,192.168.1.74,10.0.0.244,HTTP,5699,benign,Normal network activity
2025-01-28 12:31:34,192.168.1.120,10.0.0.171,TCP,9182,benign,Normal network activity
2025-01-30 06:27:44,192.168.1.242,10.0.0.249,TCP,2126,benign,Normal network activity
2025-01-09 05:37:02,192.168.1.242,10.0.0.109,UDP,7799,benign,Normal network activity
2025-01-22 21:29:52,192.168.1.56,10.0.0.14,TCP,3285,benign,Normal network activity
2025-01-10 23:32:51,192.168.1.234,10.0.0.132,TCP,356,benign,Normal network activity
2025-01-06 04:27:48,192.168.1.5,10.0.0.206,ICMP,6307,benign,Normal network activity
2025-01-17 17:04:18,192.168.1.192,10.0.0.189,TCP,3273,benign,Normal network activity
2025-01-21 22:27:38,192.168.1.179,10.0.0.141,ICMP,1046,benign,Normal network activity
2025-01-30 21:36:07,192.168.1.71,10.0.0.29,HTTPS,7867,malicious,Detected possible attack
2025-01-06 00:40:30,192.168.1.239,10.0.0.253,HTTP,9121,benign,Normal network activity
2025-01-03 06:34:39,192.168.1.117,10.0.0.209,HTTPS,5693,malicious,Detected possible attack
2025-01-28 05:51:57,192.168.1.97,10.0.0.7,TCP,7829,benign,Normal network activity
2025-01-11 10:47:21,192.168.1.198,10.0.0.84,HTTP,1458,benign,Normal network activity
2025-01-07 00:23:09,192.168.1.22,10.0.0.18,UDP,9780,malicious,Potential phishing attempt
2025-01-27 13:58:53,192.168.1.57,10.0.0.126,UDP,5758,benign,Normal network activity
2025-01-14 14:10:23,192.168.1.250,10.0.0.228,HTTP,5054,benign,Normal network activity
2025-01-10 22:29:14,192.168.1.65,10.0.0.42,ICMP,1269,benign,Normal network activity
2025-01-10 05:13:30,192.168.1.47,10.0.0.17,HTTPS,3292,benign,Normal network activity
2025-01-29 03:57:36,192.168.1.235,10.0.0.253,ICMP,7087,benign,Normal network activity
2025-01-29 19:22:23,192.168.1.3,10.0.0.47,TCP,544,malicious,Potential phishing attempt
2025-01-02 20:29:22,192.168.1.241,10.0.0.177,HTTPS,2790,malicious,Malicious payload detected
2025-01-23 14:46:58,192.168.1.206,10.0.0.29,ICMP,3722,malicious,Potential phishing attempt
2025-01-02 16:11:13,192.168.1.206,10.0.0.120,HTTPS,1443,benign,Normal network activity
2025-01-07 09:42:58,192.168.1.238,10.0.0.83,UDP,7144,benign,Normal network activity
2025-01-10 19:35:37,192.168.1.35,10.0.0.29,HTTP,6881,malicious,Malicious payload detected
2025-01-06 19:04:48,192.168.1.187,10.0.0.250,TCP,877,benign,Normal network activity
2025-01-04 21:34:36,192.168.1.1,10.0.0.8,TCP,7558,benign,Normal network activity
2025-01-23 02:34:11,192.168.1.223,10.0.0.218,TCP,4859,benign,Normal network activity
2025-01-13 16:53:36,192.168.1.188,10.0.0.54,HTTPS,1779,benign,Normal network activity
2025-01-14 18:44:48,192.168.1.12,10.0.0.213,ICMP,4398,malicious,Malicious payload detected
2025-01-04 12:33:57,192.168.1.125,10.0.0.137,ICMP,2778,benign,Normal network activity
2025-01-28 06:31:19,192.168.1.49,10.0.0.2,HTTPS,6462,benign,Normal network activity
2025-01-10 16:38:52,192.168.1.225,10.0.0.67,ICMP,7618,benign,Normal network activity
2025-01-07 21:16:01,192.168.1.234,10.0.0.209,HTTP,7669,benign,Normal network activity
2025-01-22 04:12:38,192.168.1.55,10.0.0.83,TCP,2281,benign,Normal network activity
2025-01-19 23:17:40,192.168.1.91,10.0.0.172,HTTP,8174,benign,Normal network activity
2025-01-01 09:40:43,192.168.1.181,10.0.0.104,ICMP,396,benign,Normal network activity
2025-01-10 08:12:29,192.168.1.48,10.0.0.181,TCP,2339,benign,Normal network activity
2025-01-25 04:11:40,192.168.1.178,10.0.0.249,TCP,9505,benign,Normal network activity
2025-01-25 16:40:46,192.168.1.138,10.0.0.233,ICMP,5549,benign,Normal network activity
2025-01-01 12:38:27,192.168.1.1,10.0.0.76,TCP,5694,benign,Normal network activity
2025-01-27 15:39:50,192.168.1.220,10.0.0.149,TCP,333,benign,Normal network activity
2025-01-26 01:08:18,192.168.1.102,10.0.0.30,HTTPS,6906,benign,Normal network activity
2025-01-05 05:18:11,192.168.1.74,10.0.0.81,UDP,2757,benign,Normal network activity
2025-01-20 12:35:21,192.168.1.146,10.0.0.30,ICMP,4148,benign,Normal network activity
2025-01-29 19:39:25,192.168.1.228,10.0.0.224,HTTP,7640,benign,Normal network activity
2025-01-04 05:54:22,192.168.1.131,10.0.0.164,TCP,3990,benign,Normal network activity
2025-01-16 00:02:25,192.168.1.88,10.0.0.93,TCP,5962,benign,Normal network activity
2025-01-14 05:36:02,192.168.1.147,10.0.0.156,UDP,7830,benign,Normal network activity
2025-01-19 12:52:59,192.168.1.94,10.0.0.159,ICMP,693,benign,Normal network activity
2025-01-14 20:31:01,192.168.1.64,10.0.0.62,UDP,4826,benign,Normal network activity
2025-01-29 00:56:18,192.168.1.207,10.0.0.22,HTTP,301,malicious,Suspicious traffic observed
2025-01-01 10:01:00,192.168.1.157,10.0.0.214,TCP,316,benign,Normal network activity
2025-01-24 18:56:40,192.168.1.76,10.0.0.41,UDP,9180,benign,Normal network activity
2025-01-18 16:11:43,192.168.1.186,10.0.0.27,HTTPS,9582,malicious,Malicious payload detected
2025-01-11 13:45:20,192.168.1.177,10.0.0.202,TCP,7381,benign,Normal network activity
2025-01-30 20:26:49,192.168.1.89,10.0.0.196,TCP,6780,benign,Normal network activity
2025-01-08 14:01:11,192.168.1.111,10.0.0.78,HTTPS,2522,benign,Normal network activity
2025-01-17 19:29:28,192.168.1.247,10.0.0.214,ICMP,6209,malicious,Suspicious traffic observed
2025-01-18 17:31:06,192.168.1.201,10.0.0.208,UDP,2476,benign,Normal network activity
2025-01-28 01:02:38,192.168.1.249,10.0.0.62,UDP,5879,benign,Normal network activity
2025-01-18 16:59:44,192.168.1.112,10.0.0.202,ICMP,3596,benign,Normal network activity
2025-01-08 03:55:59,192.168.1.22,10.0.0.206,HTTP,679,benign,Normal network activity
2025-01-07 05:13:19,192.168.1.215,10.0.0.142,TCP,4308,benign,Normal network activity
2025-01-15 23:25:16,192.168.1.75,10.0.0.128,ICMP,5916,benign,Normal network activity
2025-01-30 02:56:32,192.168.1.46,10.0.0.119,UDP,1939,benign,Normal network activity
2025-01-08 16:37:09,192.168.1.212,10.0.0.4,HTTP,2637,benign,Normal network activity
2025-01-16 07:54:19,192.168.1.162,10.0.0.67,ICMP,1289,malicious,Suspicious traffic observed
2025-01-19 11:46:47,192.168.1.132,10.0.0.75,ICMP,899,benign,Normal network activity
2025-01-24 05:22:46,192.168.1.159,10.0.0.86,HTTPS,1689,benign,Normal network activity
2025-01-16 10:09:59,192.168.1.190,10.0.0.137,HTTPS,902,malicious,Malicious payload detected
2025-01-10 06:21:24,192.168.1.199,10.0.0.91,HTTPS,3373,benign,Normal network activity
2025-01-27 11:27:41,192.168.1.148,10.0.0.95,TCP,476,benign,Normal network activity
2025-01-11 11:53:47,192.168.1.84,10.0.0.39,HTTP,8733,benign,Normal network activity
2025-01-21 01:27:42,192.168.1.134,10.0.0.63,TCP,2981,benign,Normal network activity
2025-01-16 02:34:11,192.168.1.88,10.0.0.225,ICMP,5843,benign,Normal network activity
2025-01-26 22:11:03,192.168.1.44,10.0.0.218,ICMP,8047,benign,Normal network activity
2025-01-30 16:57:58,192.168.1.245,10.0.0.51,TCP,5002,benign,Normal network activity
2025-01-27 08:35:50,192.168.1.38,10.0.0.135,TCP,8068,benign,Normal network activity
2025-01-01 15:55:59,192.168.1.181,10.0.0.47,TCP,1294,benign,Normal network activity
2025-01-12 10:58:22,192.168.1.6,10.0.0.47,TCP,359,benign,Normal network activity
2025-01-27 22:02:58,192.168.1.218,10.0.0.50,HTTP,7787,benign,Normal network activity
2025-01-07 01:03:12,192.168.1.102,10.0.0.170,TCP,3022,benign,Normal network activity
2025-01-08 09:02:58,192.168.1.161,10.0.0.105,TCP,3444,benign,Normal network activity
2025-01-19 14:25:26,192.168.1.203,10.0.0.206,UDP,7047,benign,Normal network activity
2025-01-02 05:25:50,192.168.1.48,10.0.0.26,HTTP,7262,malicious,Suspicious traffic observed
2025-01-26 01:21:54,192.168.1.124,10.0.0.208,TCP,5983,benign,Normal network activity
2025-01-24 23:30:53,192.168.1.244,10.0.0.249,TCP,8537,malicious,Potential phishing attempt
2025-01-27 05:57:18,192.168.1.117,10.0.0.60,UDP,8794,malicious,Detected possible attack
2025-01-21 09:03:38,192.168.1.166,10.0.0.18,UDP,6872,benign,Normal network activity
2025-01-05 20:04:09,192.168.1.171,10.0.0.169,HTTPS,3129,benign,Normal network activity
2025-01-29 06:59:14,192.168.1.83,10.0.0.175,HTTP,5352,benign,Normal network activity
2025-01-11 01:54:26,192.168.1.175,10.0.0.82,HTTP,5342,benign,Normal network activity
2025-01-21 19:54:37,192.168.1.196,10.0.0.101,UDP,2390,benign,Normal network activity
2025-01-12 13:34:48,192.168.1.132,10.0.0.20,TCP,140,benign,Normal network activity
2025-01-23 08:59:05,192.168.1.141,10.0.0.119,ICMP,8218,benign,Normal network activity
2025-01-15 22:30:37,192.168.1.134,10.0.0.64,ICMP,1248,benign,Normal network activity
2025-01-12 17:24:56,192.168.1.238,10.0.0.10,UDP,647,benign,Normal network activity
2025-01-03 00:23:22,192.168.1.172,10.0.0.244,HTTPS,7565,malicious,Potential phishing attempt
2025-01-27 18:47:58,192.168.1.228,10.0.0.88,HTTPS,7451,benign,Normal network activity
2025-01-05 23:25:33,192.168.1.228,10.0.0.111,HTTPS,9170,benign,Normal network activity
2025-01-24 09:53:42,192.168.1.154,10.0.0.95,UDP,8948,benign,Normal network activity
2025-01-19 16:53:30,192.168.1.109,10.0.0.222,UDP,3142,benign,Normal network activity
2025-01-26 09:49:38,192.168.1.103,10.0.0.196,HTTPS,2077,benign,Normal network activity
2025-01-08 20:37:55,192.168.1.221,10.0.0.181,HTTPS,6535,malicious,Malicious payload detected
2025-01-27 19:30:18,192.168.1.254,10.0.0.119,ICMP,925,benign,Normal network activity
2025-01-18 19:00:25,192.168.1.207,10.0.0.80,TCP,7192,benign,Normal network activity
2025-01-04 11:03:41,192.168.1.100,10.0.0.15,UDP,202,malicious,Suspicious traffic observed
2025-01-09 06:12:32,192.168.1.254,10.0.0.19,ICMP,2323,benign,Normal network activity
2025-01-11 03:08:45,192.168.1.40,10.0.0.99,UDP,667,malicious,Suspicious traffic observed
2025-01-15 18:40:16,192.168.1.76,10.0.0.141,TCP,1011,benign,Normal network activity
2025-01-30 21:41:19,192.168.1.65,10.0.0.188,HTTPS,9774,malicious,Potential phishing attempt
2025-01-20 10:40:31,192.168.1.69,10.0.0.41,TCP,7925,benign,Normal network activity
2025-01-28 17:00:34,192.168.1.250,10.0.0.139,HTTPS,2434,benign,Normal network activity
2025-01-04 11:03:50,192.168.1.77,10.0.0.152,TCP,809,benign,Normal network activity
2025-01-05 09:33:28,192.168.1.16,10.0.0.9,TCP,8494,benign,Normal network activity
2025-01-01 11:05:18,192.168.1.210,10.0.0.40,HTTPS,6263,benign,Normal network activity
2025-01-08 07:34:19,192.168.1.146,10.0.0.200,ICMP,9521,benign,Normal network activity
2025-01-17 10:41:50,192.168.1.97,10.0.0.10,UDP,5107,benign,Normal network activity
2025-01-23 00:38:46,192.168.1.167,10.0.0.57,HTTPS,4368,benign,Normal network activity
2025-01-21 06:21:30,192.168.1.20,10.0.0.132,HTTP,8305,benign,Normal network activity
2025-01-23 00:07:18,192.168.1.177,10.0.0.46,HTTP,9278,malicious,Malicious payload detected
2025-01-28 07:46:51,192.168.1.3,10.0.0.7,UDP,8141,benign,Normal network activity
2025-01-23 17:12:32,192.168.1.174,10.0.0.11,HTTPS,5189,malicious,Malicious payload detected
2025-01-11 11:24:00,192.168.1.116,10.0.0.88,HTTPS,8374,benign,Normal network activity
2025-01-03 15:54:44,192.168.1.8,10.0.0.186,HTTP,6839,benign,Normal network activity
2025-01-22 20:09:43,192.168.1.192,10.0.0.65,TCP,3922,benign,Normal network activity
2025-01-15 20:50:25,192.168.1.120,10.0.0.119,HTTPS,2042,benign,Normal network activity
2025-01-11 19:26:27,192.168.1.25,10.0.0.226,ICMP,4865,malicious,Suspicious traffic observed
2025-01-26 18:19:38,192.168.1.242,10.0.0.164,ICMP,8360,benign,Normal network activity
2025-01-30 13:32:31,192.168.1.75,10.0.0.158,TCP,3044,benign,Normal network activity
2025-01-09 16:19:17,192.168.1.54,10.0.0.49,HTTPS,6109,malicious,Potential phishing attempt
2025-01-08 04:42:59,192.168.1.33,10.0.0.127,HTTP,8117,benign,Normal network activity
2025-01-14 04:55:22,192.168.1.174,10.0.0.103,HTTP,7404,malicious,Potential phishing attempt
2025-01-13 19:37:02,192.168.1.14,10.0.0.52,HTTPS,1664,benign,Normal network activity
2025-01-08 00:26:41,192.168.1.28,10.0.0.12,HTTP,5072,malicious,Malicious payload detected
2025-01-02 03:53:45,192.168.1.243,10.0.0.92,HTTPS,3163,benign,Normal network activity
2025-01-04 16:23:04,192.168.1.45,10.0.0.117,TCP,6845,benign,Normal network activity
2025-01-24 14:45:20,192.168.1.130,10.0.0.241,ICMP,5893,benign,Normal network activity
2025-01-09 14:18:21,192.168.1.117,10.0.0.248,TCP,3162,benign,Normal network activity
2025-01-12 09:13:32,192.168.1.126,10.0.0.150,ICMP,9698,benign,Normal network activity
2025-01-06 06:21:23,192.168.1.248,10.0.0.252,ICMP,4668,benign,Normal network activity
2025-01-20 01:16:46,192.168.1.80,10.0.0.109,HTTPS,3000,malicious,Detected possible attack
2025-01-05 22:36:50,192.168.1.4,10.0.0.49,TCP,6352,benign,Normal network activity
2025-01-24 17:55:53,192.168.1.181,10.0.0.188,ICMP,7075,benign,Normal network activity
2025-01-08 07:05:22,192.168.1.58,10.0.0.115,HTTPS,5366,benign,Normal network activity
2025-01-20 07:07:34,192.168.1.200,10.0.0.242,UDP,8192,benign,Normal network activity
2025-01-06 13:21:29,192.168.1.171,10.0.0.38,HTTP,7096,benign,Normal network activity
2025-01-30 13:42:40,192.168.1.112,10.0.0.51,HTTPS,7427,malicious,Malicious payload detected
2025-01-04 02:02:34,192.168.1.165,10.0.0.41,TCP,8572,benign,Normal network activity
2025-01-30 02:22:08,192.168.1.251,10.0.0.32,HTTPS,9120,benign,Normal network activity
2025-01-23 13:34:36,192.168.1.174,10.0.0.151,HTTPS,2717,benign,Normal network activity
2025-01-04 07:26:39,192.168.1.135,10.0.0.147,HTTPS,4750,benign,Normal network activity
2025-01-21 08:27:48,192.168.1.192,10.0.0.225,HTTPS,6910,benign,Normal network activity
2025-01-01 05:32:49,192.168.1.161,10.0.0.35,TCP,7542,benign,Normal network activity
2025-01-27 20:54:09,192.168.1.113,10.0.0.86,TCP,8499,benign,Normal network activity
2025-01-01 22:52:11,192.168.1.197,10.0.0.150,UDP,2604,benign,Normal network activity
2025-01-05 05:50:41,192.168.1.254,10.0.0.64,ICMP,8709,benign,Normal network activity
2025-01-23 21:22:38,192.168.1.156,10.0.0.135,TCP,1828,benign,Normal network activity
2025-01-30 04:25:35,192.168.1.13,10.0.0.163,ICMP,5545,malicious,Suspicious traffic observed
2025-01-03 10:40:36,192.168.1.191,10.0.0.233,UDP,6081,malicious,Detected possible attack
2025-01-11 03:49:19,192.168.1.231,10.0.0.141,HTTP,6631,benign,Normal network activity
2025-01-03 18:39:16,192.168.1.175,10.0.0.72,HTTP,1422,benign,Normal network activity
2025-01-01 08:03:58,192.168.1.243,10.0.0.230,HTTPS,8423,benign,Normal network activity
2025-01-22 19:59:54,192.168.1.75,10.0.0.5,UDP,5119,benign,Normal network activity
2025-01-16 20:19:44,192.168.1.248,10.0.0.198,TCP,8777,malicious,Suspicious traffic observed
2025-01-05 05:51:05,192.168.1.14,10.0.0.56,ICMP,4207,benign,Normal network activity
2025-01-21 05:41:22,192.168.1.119,10.0.0.46,HTTPS,8037,benign,Normal network activity
2025-01-28 05:13:33,192.168.1.117,10.0.0.65,UDP,6418,benign,Normal network activity
2025-01-24 16:18:27,192.168.1.194,10.0.0.42,ICMP,619,benign,Normal network activity
2025-01-09 10:03:31,192.168.1.121,10.0.0.224,TCP,8493,benign,Normal network activity
2025-01-21 18:35:53,192.168.1.218,10.0.0.222,UDP,3434,benign,Normal network activity
2025-01-13 18:21:52,192.168.1.253,10.0.0.128,HTTP,8825,benign,Normal network activity
2025-01-11 06:04:52,192.168.1.13,10.0.0.21,TCP,2630,benign,Normal network activity
2025-01-08 02:40:53,192.168.1.146,10.0.0.19,HTTPS,7550,benign,Normal network activity
2025-01-21 05:07:07,192.168.1.66,10.0.0.220,TCP,5754,benign,Normal network activity
2025-01-08 23:51:21,192.168.1.106,10.0.0.117,HTTP,5032,malicious,Suspicious traffic observed
2025-01-14 19:34:13,192.168.1.175,10.0.0.235,ICMP,2952,benign,Normal network activity
2025-01-02 01:40:32,192.168.1.191,10.0.0.183,ICMP,5807,benign,Normal network activity
2025-01-15 07:02:09,192.168.1.54,10.0.0.106,UDP,8199,malicious,Malicious payload detected
2025-01-01 02:24:38,192.168.1.36,10.0.0.39,HTTP,6143,benign,Normal network activity
2025-01-07 17:08:07,192.168.1.62,10.0.0.78,HTTPS,9008,benign,Normal network activity
2025-01-26 08:57:57,192.168.1.216,10.0.0.76,ICMP,3537,benign,Normal network activity
2025-01-19 04:43:38,192.168.1.167,10.0.0.209,HTTPS,2749,malicious,Detected possible attack
2025-01-28 13:01:52,192.168.1.176,10.0.0.219,HTTPS,1749,benign,Normal network activity
2025-01-13 05:44:52,192.168.1.236,10.0.0.52,HTTPS,3141,malicious,Malicious payload detected
2025-01-27 04:26:45,192.168.1.80,10.0.0.32,UDP,7500,malicious,Detected possible attack
2025-01-22 09:58:35,192.168.1.127,10.0.0.141,HTTPS,890,benign,Normal network activity
2025-01-06 20:38:42,192.168.1.88,10.0.0.130,UDP,1215,benign,Normal network activity
2025-01-21 21:51:15,192.168.1.175,10.0.0.248,ICMP,9866,malicious,Malicious payload detected
2025-01-28 16:28:49,192.168.1.123,10.0.0.188,HTTPS,4578,benign,Normal network activity
2025-01-25 02:47:48,192.168.1.182,10.0.0.112,HTTP,1064,benign,Normal network activity
2025-01-27 03:22:47,192.168.1.152,10.0.0.109,HTTP,473,benign,Normal network activity
2025-01-13 11:26:23,192.168.1.164,10.0.0.99,HTTP,7715,malicious,Suspicious traffic observed
2025-01-16 14:42:02,192.168.1.207,10.0.0.80,TCP,5119,benign,Normal network activity
2025-01-20 10:43:14,192.168.1.90,10.0.0.11,HTTPS,8673,benign,Normal network activity
2025-01-03 08:43:54,192.168.1.249,10.0.0.87,TCP,8044,benign,Normal network activity
2025-01-14 10:26:40,192.168.1.150,10.0.0.137,UDP,1911,benign,Normal network activity
2025-01-07 19:07:52,192.168.1.131,10.0.0.15,ICMP,9576,benign,Normal network activity
2025-01-18 13:16:24,192.168.1.28,10.0.0.254,HTTP,2214,benign,Normal network activity
2025-01-23 07:35:23,192.168.1.32,10.0.0.138,HTTP,470,benign,Normal network activity
2025-01-02 19:25:55,192.168.1.158,10.0.0.93,UDP,4076,malicious,Detected possible attack
2025-01-02 02:51:55,192.168.1.203,10.0.0.2,HTTPS,622,benign,Normal network activity
2025-01-19 01:28:22,192.168.1.248,10.0.0.57,ICMP,8842,benign,Normal network activity
2025-01-12 00:42:24,192.168.1.41,10.0.0.6,ICMP,6224,benign,Normal network activity
2025-01-19 07:57:43,192.168.1.172,10.0.0.240,TCP,6376,benign,Normal network activity
2025-01-21 19:51:59,192.168.1.96,10.0.0.113,HTTP,6503,benign,Normal network activity
2025-01-16 10:58:25,192.168.1.50,10.0.0.96,HTTP,4904,benign,Normal network activity
2025-01-16 08:37:55,192.168.1.47,10.0.0.95,HTTP,4665,benign,Normal network activity
2025-01-21 19:39:23,192.168.1.222,10.0.0.221,UDP,5026,benign,Normal network activity
2025-01-05 17:58:18,192.168.1.27,10.0.0.87,HTTP,4190,benign,Normal network activity
2025-01-28 16:20:55,192.168.1.190,10.0.0.54,HTTP,3870,benign,Normal network activity
2025-01-26 09:00:04,192.168.1.106,10.0.0.36,HTTP,3928,benign,Normal network activity
2025-01-23 17:24:24,192.168.1.198,10.0.0.150,HTTPS,4878,benign,Normal network activity
2025-01-22 14:11:25,192.168.1.131,10.0.0.90,ICMP,503,benign,Normal network activity
2025-01-24 11:08:10,192.168.1.159,10.0.0.248,ICMP,9899,benign,Normal network activity
2025-01-16 22:09:37,192.168.1.210,10.0.0.150,ICMP,1265,malicious,Potential phishing attempt
2025-01-21 10:24:32,192.168.1.141,10.0.0.143,ICMP,7541,benign,Normal network activity
2025-01-30 21:03:01,192.168.1.140,10.0.0.74,UDP,2159,malicious,Potential phishing attempt
2025-01-25 08:30:35,192.168.1.232,10.0.0.85,ICMP,675,benign,Normal network activity
2025-01-24 14:26:31,192.168.1.180,10.0.0.73,TCP,6367,benign,Normal network activity
2025-01-01 05:08:52,192.168.1.225,10.0.0.118,HTTPS,973,benign,Normal network activity
2025-01-29 04:16:28,192.168.1.93,10.0.0.179,UDP,9126,benign,Normal network activity
2025-01-19 03:22:24,192.168.1.103,10.0.0.132,ICMP,483,benign,Normal network activity
2025-01-02 01:00:09,192.168.1.209,10.0.0.7,TCP,7304,benign,Normal network activity
2025-01-12 13:31:18,192.168.1.155,10.0.0.74,HTTPS,5893,malicious,Potential phishing attempt
2025-01-09 16:04:06,192.168.1.225,10.0.0.94,TCP,475,benign,Normal network activity
2025-01-01 05:25:46,192.168.1.35,10.0.0.180,UDP,8329,benign,Normal network activity
2025-01-13 00:27:29,192.168.1.246,10.0.0.100,ICMP,4783,benign,Normal network activity
